,id,date,comments,owner,likes_count,answers,sentiments
409,1.79E+16,15/8/2021 3:36,"Wow wow wow,  clapping hands  clapping hands  clapping hands amazing, thanks PM Lee for sharing.","{'id': '1462051005', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/11018514_323776864485481_1876669368_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=WeOBgkhnfs8AX_W1YRC&edm=AMrZAGUBAAAA&ccb=7-4&oh=20ab7d13879224a55e5aca0e8c0c44a8&oe=616C3E5B&_nc_sid=9fb510', 'username': 'christycjh'}",0,[],Positive
410,1.79E+16,15/8/2021 3:36,All the feels  red heart  smiling face with heart-eyes  red heart ,"{'id': '4840188684', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/171507143_956447615097786_6563546846151258532_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=oUdtyZJa5WUAX9tP-YK&edm=AMrZAGUBAAAA&ccb=7-4&oh=bbb13a24b48228fb82313413a2d83020&oe=616C9CC1&_nc_sid=9fb510', 'username': 'rei_seah'}",0,[],Positive
411,1.80E+16,15/8/2021 3:35, red heart  red heart ,"{'id': '250993585', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/240777977_120493853656107_2208854293370273984_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=zOO65jeeiHwAX-XPOVb&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=6ecefe864b39f412defd8bb826965a9e&oe=616D19A0&_nc_sid=9fb510', 'username': 'thecasakontiki'}",0,[],Positive
412,1.79E+16,15/8/2021 3:35, clapping hands  smiling face with heart-eyes ,"{'id': '207158018', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/223884184_231886805328165_875772057495353172_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ZtpcFCtUcycAX-tJ9iT&edm=AMrZAGUBAAAA&ccb=7-4&oh=765b3cbd867d256b7f9169a6f06b1734&oe=616CF7C1&_nc_sid=9fb510', 'username': 'chewsisi'}",1,[],Positive
413,1.79E+16,15/8/2021 3:33,"Sweet moment, cute baby  smiling face with open hands ","{'id': '48111849646', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/195368884_854358268489432_3454336368208491891_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=GLhMw-7gvEAAX9g877b&edm=AMrZAGUBAAAA&ccb=7-4&oh=b2da54a0d099f879639af065cfa54a83&oe=616C4C05&_nc_sid=9fb510', 'username': 'feichangdekeai'}",0,[],Positive
414,1.78E+16,15/8/2021 3:33,congratulations to Kai Kai and Jia Jia!!!! party popper what a joyous occasion!!!,"{'id': '2353710', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/12357502_709471785818996_2048818734_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=6xcKZah4QSgAX8hrdrr&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=c9be5125b29fda030ad2558b8edb9915&oe=616C808D&_nc_sid=9fb510', 'username': 'rachel_ysjsb'}",0,[],Positive
415,1.82E+16,15/8/2021 3:32,"So beautiful! So happy! This will be the 1st ever panda born in Singapore, right?","{'id': '1558008561', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/203539438_1198918567239737_7776543421955086280_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=YHW-U4Nfx08AX8b-UFQ&edm=AMrZAGUBAAAA&ccb=7-4&oh=4403d640820dd8efe88064a53c0d2384&oe=616D445D&_nc_sid=9fb510', 'username': 'pritamnikam'}",0,[],Positive
416,1.79E+16,15/8/2021 3:31,Congratulations! Will issue pink IC for the baby in future?  face with tears of joy  #justkidding,"{'id': '25527726536', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/228446292_1043558683082536_4398772017410258060_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=z7jMCVwZ-v8AX-TWsCi&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=830fd6497bffd6a4e1c1d35faea975fc&oe=616D9789&_nc_sid=9fb510', 'username': 'benny_lim'}",4,"[{'id': 17954369071488450, 'created_at': 1629044494, 'text': '@benny_lim nice ❤️', 'owner': {'id': '211292346', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/126603349_190111685933257_8609256530678019031_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=TsBQJvljgBMAX8mfWkt&edm=AMrZAGUBAAAA&ccb=7-4&oh=88d4d1d5c119b139b672d3542a03e138&oe=616CB010&_nc_sid=9fb510', 'username': 'matatakoku'}, 'likes_count': 0}]",Positive
417,1.80E+16,15/8/2021 3:30,Hi Mr Lee tks for sharing appreciate have a blessed day,"{'id': '8436765193', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/39220958_522352008217173_3860187730856116224_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ASxnwROzXcYAX8KAh1v&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=b43babf07c86feabb593dc22c1c1b408&oe=616C9D12&_nc_sid=9fb510', 'username': 'marialee647'}",0,[],Positive
418,1.79E+16,15/8/2021 3:30, red heart ,"{'id': '5734177396', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/181471901_810988733127288_3695240423155258146_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=hiQb9ANxEa0AX_BXdoz&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=1aec8728e8c8d913e7df90c9eb6d26df&oe=616DC243&_nc_sid=9fb510', 'username': 'katherine_.li'}",0,[],Positive
419,1.79E+16,15/8/2021 3:30, red heart  red heart  red heart ,"{'id': '8436765193', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/39220958_522352008217173_3860187730856116224_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ASxnwROzXcYAX8KAh1v&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=b43babf07c86feabb593dc22c1c1b408&oe=616C9D12&_nc_sid=9fb510', 'username': 'marialee647'}",1,[],Positive
420,1.79E+16,15/8/2021 3:30, clapping hands  clapping hands  clapping hands  red heart  red heart  red heart ,"{'id': '1766140753', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/240404037_374171944245182_8462343791242334103_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=fLPynNkoUkgAX9WqjgD&edm=AMrZAGUBAAAA&ccb=7-4&oh=0eca8c8992bae2ba7b9d66214f35749c&oe=616CE56F&_nc_sid=9fb510', 'username': 'faridaharun_'}",0,[],Positive
421,1.79E+16,15/8/2021 3:30,I cry of joy face with tears of joy  face with tears of joy  face with tears of joy ... Congrats to Kai Kai n Jia Jia  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  red heart  red heart  red heart  red heart  clapping hands  clapping hands  clapping hands ,"{'id': '2263807148', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/236736114_381351416971593_5274198005818069564_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Uy28ArAISJIAX8xatmf&edm=AMrZAGUBAAAA&ccb=7-4&oh=a6cf2c84d9ec8b235bf3d699527792e4&oe=616CEDEA&_nc_sid=9fb510', 'username': 'princess_sophie_id'}",0,[],Positive
422,1.79E+16,15/8/2021 3:29,So cute  red heart ,"{'id': '7616544764', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/135217189_159979322184720_5855604327953165694_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=OdvaKnAfvjsAX-KAqVr&edm=AMrZAGUBAAAA&ccb=7-4&oh=2f3cc70472e967daa6986936e0d72df4&oe=616CCF29&_nc_sid=9fb510', 'username': 'pracheta.speaks'}",0,[],Positive
423,1.80E+16,15/8/2021 3:29,A wonderful gift!,"{'id': '216216163', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/75554030_438596100424656_8071501699723821056_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=KCY13n4EiGEAX_o2sey&edm=AMrZAGUBAAAA&ccb=7-4&oh=2e91bba664006bdf5bba5cd52bccf2ad&oe=616D185B&_nc_sid=9fb510', 'username': 'jcnsingapore'}",0,[],Positive
424,1.79E+16,15/8/2021 3:29,Yayyyy panda  red heart  red heart  red heart ,"{'id': '1353688786', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/180847700_470799394171888_4733593732807351774_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=hTyomxb4q20AX_rGjZq&edm=AMrZAGUBAAAA&ccb=7-4&oh=0f32302cd9eb48114e0abc846c152dbc&oe=616C1F94&_nc_sid=9fb510', 'username': 'assilem_nahc'}",0,[],Positive
425,1.79E+16,15/8/2021 3:29, red heart  red heart  clapping hands  clapping hands  red heart  red heart ,"{'id': '532954422', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242177152_883156739300405_8725592398298972628_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=vr27dtdDOxAAX8oLDzw&edm=AMrZAGUBAAAA&ccb=7-4&oh=c29d54dc822fd73bec7748ddd97ab92e&oe=616C5C7B&_nc_sid=9fb510', 'username': 'ally_juro'}",0,[],Positive
426,1.79E+16,15/8/2021 3:28,"Beautiful gift for Singapore  folded hands light skin tone , congratulations  red heart ","{'id': '2282826778', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/126992100_195198032212174_817547730103376946_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=c9vSWml2fEMAX_LTUL2&edm=AMrZAGUBAAAA&ccb=7-4&oh=6d6541739ec17620c6729bec0f3a0502&oe=616CB38C&_nc_sid=9fb510', 'username': 'lina.soedjoto'}",0,[],Positive
427,1.79E+16,15/8/2021 3:28,Congratulations to J i AJ IA and Kai Kai!,"{'id': '320871765', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/33470045_186953452138839_1258641626381680640_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=vElBIfbNHskAX-gNXKZ&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=1221ded0007c7a40b318e0b5568811c7&oe=616D71F4&_nc_sid=9fb510', 'username': 'livvygal'}",0,[],Positive
428,1.79E+16,15/8/2021 3:28, clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  so delighted!!!,"{'id': '5046745773', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/26301288_557022067990859_7958125158793740288_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ZV5NL8CjZWEAX-uErPQ&edm=AMrZAGUBAAAA&ccb=7-4&oh=de6357db655cd6f56c790d7d14ec4aab&oe=616DC6E8&_nc_sid=9fb510', 'username': 'sandhya_kapoor0408'}",0,[],Positive
429,1.80E+16,15/8/2021 3:28, clapping hands  clapping hands  clapping hands  clapping hands  clapping hands ,"{'id': '696765153', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/75265171_539417253555839_729017475261267968_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=S7OZQBZe26wAX-dEyDF&edm=AMrZAGUBAAAA&ccb=7-4&oh=b76e01c40647b9317031ab152ae9671e&oe=616D77C8&_nc_sid=9fb510', 'username': 'ervy_chow'}",1,[],Positive
430,1.79E+16,15/8/2021 3:28, red heart  red heart  red heart  red heart ,"{'id': '2316836079', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/89925913_511689479770468_9149758350395703296_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=sigawj9_jy8AX9pF7IT&edm=AMrZAGUBAAAA&ccb=7-4&oh=e4f198f9d73f49cfa0a6d610c82db145&oe=616DA008&_nc_sid=9fb510', 'username': 'protik_banerjee'}",0,[],Positive
431,1.79E+16,15/8/2021 3:27, clapping hands  red heart ,"{'id': '3511717539', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/225866067_877163122906164_7876658698101321304_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=pRFeYzTgWEsAX8isGzh&edm=AMrZAGUBAAAA&ccb=7-4&oh=a53afe1d3c9203d274f7db045e217cff&oe=616CCB03&_nc_sid=9fb510', 'username': 'dwarfpoint'}",0,[],Positive
432,1.79E+16,15/8/2021 3:27,Congratulations to Jia Jia and Kai Kai!  party popper   party popper   party popper  Looking forward to meeting the baby panda  panda  soon!,"{'id': '4307503', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/21042668_607777616059367_5516111907972448256_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=JgP4xGy6WI4AX_x9ueY&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=cb556cc30e1e68f49183bf5e367caba7&oe=616D940C&_nc_sid=9fb510', 'username': 'cecilia_ccdd'}",0,[],Positive
433,1.80E+16,15/8/2021 3:25, red heart  red heart  red heart  red heart  red heart  red heart  red heart ,"{'id': '48794028966', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/225372190_508252060264274_8996788343968869371_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=QYTT84Yp2AwAX_M1Cn6&edm=AMrZAGUBAAAA&ccb=7-4&oh=008783faf46d07b83f9e92a322ea5657&oe=616CD91E&_nc_sid=9fb510', 'username': 'henglong.jewellery'}",0,[],Positive
434,1.82E+16,15/8/2021 3:24,Well done  clapping hands   check mark   thumbs up   OK hand  Great Job  thumbs up   red heart  red heart  red heart  will be delighted to meet them the whole family the soonest  grinning face   smiling face with smiling eyes   thumbs up  Do bring us Abundance of Health and Wealth okay ...My sweetest loveliest Huggies  smiling face with heart-eyes  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy LoL,"{'id': '1456645203', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/183781859_202145534919162_1464111953324860487_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=p7zy4HbnJI4AX8CR5_1&edm=AMrZAGUBAAAA&ccb=7-4&oh=06463b78bcbebc6fe82be3d07734e58d&oe=616DED7C&_nc_sid=9fb510', 'username': 'happygolucky1501'}",1,[],Positive
435,1.80E+16,15/8/2021 3:23,Too too precious  pleading face  red heart ,"{'id': '338485466', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/241705902_577881503345259_4951364001385250860_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ncfKj2X48kkAX-dWto5&edm=AMrZAGUBAAAA&ccb=7-4&oh=c30b4a2033a6f1aa8953a33d4f770078&oe=616CC112&_nc_sid=9fb510', 'username': 'mingyeedible'}",5,"[{'id': 18087457864283010, 'created_at': 1629006272, 'text': '@mingyeedible as precious as you😘😘😘🥰😘😍😘😍😘😍😘😏😏😏', 'owner': {'id': '225801508', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/113790251_203547744416193_3475107811648951223_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=t_7e_DsTKyUAX-r_Tpw&edm=AMrZAGUBAAAA&ccb=7-4&oh=b40e99303df485a4ee0142b9c6f80098&oe=616C0A8D&_nc_sid=9fb510', 'username': 'georgialockets'}, 'likes_count': 4}, {'id': 17954043376457962, 'created_at': 1629041896, 'text': '@georgialockets @joshahtan ohhh my cutie cellies 😭❤️🥰', 'owner': {'id': '338485466', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/241705902_577881503345259_4951364001385250860_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ncfKj2X48kkAX-dWto5&edm=AMrZAGUBAAAA&ccb=7-4&oh=c30b4a2033a6f1aa8953a33d4f770078&oe=616CC112&_nc_sid=9fb510', 'username': 'mingyeedible'}, 'likes_count': 0}, {'id': 17897011223200510, 'created_at': 1629006336, 'text': '@mingyeedible yes v precious as you👀🙈😍😍HAHAHHA', 'owner': {'id': '554922466', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/163285486_2860417810867220_4215174385265858295_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=nvv6sU4wEdEAX_bsIAn&edm=AMrZAGUBAAAA&ccb=7-4&oh=cdca6547e51b86d58df3eb0be13317a3&oe=616D1232&_nc_sid=9fb510', 'username': 'joshahtan'}, 'likes_count': 4}]",Positive
436,1.83E+16,15/8/2021 3:22, panda  baby bottle ,"{'id': '507600511', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/24254268_1981808232108693_1329526909096165376_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=BnAokCr9udgAX-eDK-o&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=bcca52e4ee8eb3e4eac516f97d38eb95&oe=616C577B&_nc_sid=9fb510', 'username': 'aelmaaiyla'}",1,[],Positive
437,1.79E+16,15/8/2021 3:22,Congratulations Kai Kai and Jia Jia  smiling face with heart-eyes ,"{'id': '178930290', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/13166917_1396415747049853_1205226127_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Xoc83Jd5iN0AX85pS4g&edm=AMrZAGUBAAAA&ccb=7-4&oh=946c3d3a3781a7a0b23a6a11e6196de3&oe=616C4CAF&_nc_sid=9fb510', 'username': 'aeranir'}",0,[],Positive
438,1.79E+16,15/8/2021 3:21, clapping hands  clapping hands ,"{'id': '1997491511', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/174999301_291134772511921_8343578665604490356_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=oXVVSn7uINUAX_q2H0E&edm=AMrZAGUBAAAA&ccb=7-4&oh=59ffc26adc5bd9a0b24b68090409a326&oe=616DEFA0&_nc_sid=9fb510', 'username': 'widyameniek'}",0,[],Positive
439,1.79E+16,15/8/2021 3:21, red heart  red heart  red heart  red heart  red heart  red heart ,"{'id': '4245250842', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244453233_1030453027795496_6266118689380593651_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=XH5iomr1kZoAX-hbRu9&edm=AMrZAGUBAAAA&ccb=7-4&oh=568dd4fa3acb3dc9f931f1f97bd799f7&oe=616C4D71&_nc_sid=9fb510', 'username': 'glindth_a_mom'}",0,[],Positive
440,1.79E+16,15/8/2021 3:21, red heart ,"{'id': '44566591', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/11249795_370863129772954_2060159633_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=9RBIx7ETgBIAX8lRITZ&edm=AMrZAGUBAAAA&ccb=7-4&oh=414cfbfb2e7333f6abf70239094e9997&oe=616C3B2B&_nc_sid=9fb510', 'username': 'laiyee1'}",0,[],Positive
441,1.80E+16,15/8/2021 3:20,So beautiful red heart  red heart  red heart  red heart ,"{'id': '919784796', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/117284528_162863005424338_3406550091789193641_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=eiJs8YJTnQIAX9z0roK&edm=AMrZAGUBAAAA&ccb=7-4&oh=0a6ecf439899501caef89052acb03fe4&oe=616CD8F7&_nc_sid=9fb510', 'username': 'mummyfit_emilynnolivia'}",1,[],Positive
442,1.80E+16,15/8/2021 3:19,Lovely to see this!,"{'id': '3572654', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/122025449_348156973277239_8206404879716261430_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=dCh-AJah1tAAX9w4Lra&edm=AMrZAGUBAAAA&ccb=7-4&oh=3f11fa2e42e824bc5727144569f0a3e5&oe=616DCA2F&_nc_sid=9fb510', 'username': 'kelvestor'}",0,[],Positive
443,1.81E+16,15/8/2021 3:19,"Thank you PM for sharing the post.  It’s so amazing to watch the birth of panda. Congrats to Kai Kai, Jia Jia and the zoo team.sg  clapping hands  clapping hands  clapping hands ","{'id': '47405768560', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/174219176_283004676744754_1677270770940090858_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=pEmsDnBLSusAX8rXcqy&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=f99fc264c5c9e60d51643c259f927c56&oe=616DDA8B&_nc_sid=9fb510', 'username': 'cathoilpainting'}",1,[],Positive
444,1.79E+16,15/8/2021 3:19,Their news are way bigger than any influencer’s wedding news!  red heart ,"{'id': '3429244', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242209855_829761044363313_3005534989350615561_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=-1t-sal1TRQAX-ugK3o&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=bc4b97275258a909cff976ef1c96d67e&oe=616DCC34&_nc_sid=9fb510', 'username': 'lifeofzhu'}",2,[],Positive
445,1.79E+16,15/8/2021 3:19,So cutie,"{'id': '6098300559', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/23668397_158388648239198_4086355056486514688_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=utsv0gZ6jJUAX_G6VO4&edm=AMrZAGUBAAAA&ccb=7-4&oh=ea4e96f599b2d4ce6164a848a027ba24&oe=616C4151&_nc_sid=9fb510', 'username': 'lenithiomusic1'}",0,[],Positive
446,1.82E+16,15/8/2021 3:19, face with open mouth ,"{'id': '44494058373', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/133056601_143338290893542_6813799216848067436_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=JBnvTypzzdYAX8ncivi&edm=AMrZAGUBAAAA&ccb=7-4&oh=cfcf4b79f72ee0eea08d13eca200550f&oe=616CF48B&_nc_sid=9fb510', 'username': 'megan_0132'}",2,[],Positive
447,1.80E+16,15/8/2021 3:18, red heart ,"{'id': '372189052', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/67590259_391600431556709_7757550095876227072_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=7USfNJIEc5oAX-hGa_q&edm=AMrZAGUBAAAA&ccb=7-4&oh=2dca75e942a156cb34cb8372abc732de&oe=616DD829&_nc_sid=9fb510', 'username': 'my3preciousangels'}",0,[],Positive
448,1.79E+16,15/8/2021 3:18, party popper  party popper  party popper  confetti ball  confetti ball  confetti ball  panda  red heart ,"{'id': '10090596977', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/47424047_218018229142360_6187687004558327808_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=HEJY0-YHQMAAX_t9p9b&edm=AMrZAGUBAAAA&ccb=7-4&oh=39c036e94667c0804c5beed6abbecbb4&oe=616C5FB4&_nc_sid=9fb510', 'username': 'sallytsai'}",0,[],Positive
449,1.79E+16,15/8/2021 3:18,You are worried about Jia Jia & Kai Kai when we have some insane and unnecessary Covid control. Maintain 1 meter apart in hawker centers seat when people are jammed packed face to face ..butt to butt in the market and MRT?,"{'id': '9173226284', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/81818566_2734944069885469_8349204982184017920_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=HUEY_Cb3rvkAX8STyO3&edm=AMrZAGUBAAAA&ccb=7-4&oh=474ad015a746900a1961d1539eb7b5d5&oe=616D6157&_nc_sid=9fb510', 'username': 'don53572'}",0,"[{'id': 17906834489077229, 'created_at': 1629083611, 'text': '@don53572 you are at the wrong channel.', 'owner': {'id': '3987040940', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/14482227_1598894790136499_4021969893241913344_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=JVOyShiwBh4AX9z7xWU&edm=AMrZAGUBAAAA&ccb=7-4&oh=a3a4bc8ce3f24778e546fc4ed9ab8d8d&oe=616CF0F9&_nc_sid=9fb510', 'username': 'ericlian1961'}, 'likes_count': 2}]",Positive
