,id,created_at,comments,owner,likes_count,answers,sentiments
69,1.7851028888412016e+16,2020-12-02 11:18:49, expressionless face  face with rolling eyes ,"{'id': '10105918', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/243683677_390650246051213_4340815640097446649_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=3PYp7njILZsAX98vR0d&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=5572632986ae2bf2485e9e3fcf762bf3&oe=6177CB65&_nc_sid=9fb510', 'username': 'jacqybai'}",4,"[{'id': 18134374918190449, 'created_at': 1607488848, 'text': '@littlewokeeeee OK', 'owner': {'id': '18359278090', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/189738138_294535755684299_7760919924321027685_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=KHSxADz4Vc0AX9LDBhV&edm=AF1ddXUBAAAA&ccb=7-4&oh=7d9e1cd941491b284a380bf9e119acfb&oe=617785CB&_nc_sid=3f1853', 'username': 'sheereenahazlynn__'}, 'likes_count': 0}, {'id': 17911753267530145, 'created_at': 1607441141, 'text': '@foowynne they are not trying to keep us safe. Masks and lockdowns weaken our immune system, and we need a strong immune system to fight the virus which has a 99.9% survival rate. They’re imposing tyrannical controls in the name of “safety” to usher in a new world order', 'owner': {'id': '43873638321', 'profile_pic_url': 'https://instagram.fnag6-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fnag6-1.fna.fbcdn.net&_nc_ohc=VkyMCsRZjzMAX-3ItSA&edm=AEsR1pMBAAAA&ccb=7-4&oh=8fe22d3e3a572bcca1871d4074b00f21&oe=6176BBCF&_nc_sid=3f45ac&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'littlewokeeeee'}, 'likes_count': 1}, {'id': 17891018110748367, 'created_at': 1607002007, 'text': '@foowynne well, I’m using my personal Instagram account. What’s wrong? No freedom of speech in Singapore anymore?', 'owner': {'id': '10105918', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/243683677_390650246051213_4340815640097446649_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=3PYp7njILZsAX98vR0d&tn=Gk5nrAYr_sDdT6TD&edm=AF1ddXUBAAAA&ccb=7-4&oh=00c0ee2404ab7c31cbd88606761421c9&oe=6177CB65&_nc_sid=3f1853', 'username': 'jacqybai'}, 'likes_count': 0}, {'id': 17888078143777198, 'created_at': 1607001920, 'text': ""@jacqypeh okok but still u don't need to roll ur eyes they are trying to keep us safe already?!"", 'owner': {'id': '18359278090', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/189738138_294535755684299_7760919924321027685_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=KHSxADz4Vc0AX9LDBhV&edm=AF1ddXUBAAAA&ccb=7-4&oh=7d9e1cd941491b284a380bf9e119acfb&oe=617785CB&_nc_sid=3f1853', 'username': 'sheereenahazlynn__'}, 'likes_count': 0}, {'id': 17885379736875970, 'created_at': 1607001690, 'text': ""@jacqypeh they are just trying to keep us safe u don't need to roll eyes"", 'owner': {'id': '18359278090', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/189738138_294535755684299_7760919924321027685_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=KHSxADz4Vc0AX9LDBhV&edm=AF1ddXUBAAAA&ccb=7-4&oh=7d9e1cd941491b284a380bf9e119acfb&oe=617785CB&_nc_sid=3f1853', 'username': 'sheereenahazlynn__'}, 'likes_count': 0}, {'id': 17873677592068197, 'created_at': 1607001787, 'text': '@foowynne if they really care about us, they should advocate about building and strengthening our immune system, which is much more effective in fighting this wuhan virus.', 'owner': {'id': '10105918', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/243683677_390650246051213_4340815640097446649_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=3PYp7njILZsAX98vR0d&tn=Gk5nrAYr_sDdT6TD&edm=AF1ddXUBAAAA&ccb=7-4&oh=00c0ee2404ab7c31cbd88606761421c9&oe=6177CB65&_nc_sid=3f1853', 'username': 'jacqybai'}, 'likes_count': 1}, {'id': 17862259058252024, 'created_at': 1607004298, 'text': '@jacqypeh nvm🥱', 'owner': {'id': '18359278090', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/189738138_294535755684299_7760919924321027685_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=KHSxADz4Vc0AX9LDBhV&edm=AF1ddXUBAAAA&ccb=7-4&oh=7d9e1cd941491b284a380bf9e119acfb&oe=617785CB&_nc_sid=3f1853', 'username': 'sheereenahazlynn__'}, 'likes_count': 0}]",Negative
70,1.7885801645227908e+16,2021-05-13 8:44:26,I wish the above messages should reach and sit into our bosses head at workplace. Kindly do something,"{'id': '29634525039', 'is_verified': False, 'profile_pic_url': 'https://scontent-tir2-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-tir2-1.cdninstagram.com&_nc_ohc=VkyMCsRZjzMAX9-zTvS&edm=AJUW_bABAAAA&ccb=7-4&oh=e6e372caa708b87b5e4737e1d4892139&oe=6176BBCF&_nc_sid=3d70a2&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'pinkcorona_9'}",0,[],Neutral
71,1.8186613210002612e+16,2021-01-08 1:18:20,"Hi, is wfh a must for office works? Thanks","{'id': '44302113214', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/129112082_679336506110694_7792409509445284392_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=j4_rIiqqJ9cAX_YswLw&edm=AMrZAGUBAAAA&ccb=7-4&oh=43cef43964a617d2b8d7d7d761336183&oe=61768B3D&_nc_sid=9fb510', 'username': 'pinfan.jeshi_cottage'}",1,[],Neutral
72,1.7874573809013342e+16,2020-12-08 15:06:30,NO. This is tyranny.,"{'id': '10105918', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/243683677_390650246051213_4340815640097446649_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=3PYp7njILZsAX98vR0d&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=5572632986ae2bf2485e9e3fcf762bf3&oe=6177CB65&_nc_sid=9fb510', 'username': 'jacqybai'}",0,[],Negative
73,1.7951809927398166e+16,2021-01-06 21:19:30,I hope we all can back to work from home 100% for non essential. With the spread of uk virus currently it’s so dangerous esp for pregnant lady. Gov always asked citizen to have baby but where is the protection for pregnant lady?,"{'id': '1943471366', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/43398735_2152711278313704_6786521560061575168_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=C3UNJeO3rpQAX8moG2e&edm=AMrZAGUBAAAA&ccb=7-4&oh=84946d4e6ce06403efddc91731d8ae30&oe=6177AD0B&_nc_sid=9fb510', 'username': 'pillopooh'}",0,[],Neutral
74,1.786932648530602e+16,2021-03-08 4:07:18,I need to reschedule my second vaccination but I have been calling emergency hotline for the past three days unable to get anyone to assist. Please! Just let me reschedule.,"{'id': '183688836', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137011529_401996090902446_4868348659262206053_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=l8j3s4u4rekAX95c7Zy&edm=AMrZAGUBAAAA&ccb=7-4&oh=516cd7238252e5f6ecc49b5fdeb19396&oe=6178251F&_nc_sid=9fb510', 'username': 'ahjooo'}",1,[],Neutral
75,1.8122615977171584e+16,2021-03-05 2:57:05,"Hello
Do we need to be quarantine if we are vaccinated and have certificate of that?
Please reply
Thank you","{'id': '2075403270', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/240768593_113469171045892_6665989109586736540_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=HBJ7DTMSNckAX-Deicx&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=04ec5fca1db1e5f7f85b045e8ad3657e&oe=61782E2C&_nc_sid=9fb510', 'username': 'anubhavmishras'}",1,"[{'id': 18222392494049162, 'created_at': 1621312250, 'text': 'Thank you', 'owner': {'id': '2075403270', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/240768593_113469171045892_6665989109586736540_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=HBJ7DTMSNckAX-Deicx&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=04ec5fca1db1e5f7f85b045e8ad3657e&oe=61782E2C&_nc_sid=9fb510', 'username': 'anubhavmishras'}, 'likes_count': 0}, {'id': 17922464461621935, 'created_at': 1621293172, 'text': '@anubhavmishras YES still need to quaratine', 'owner': {'id': '451957950', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/240507937_212486030848086_7621146511996205535_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Up5LCJkzJ8wAX_hSN9u&edm=AMrZAGUBAAAA&ccb=7-4&oh=0ae97769f77a18ee68db903f3c6a17cc&oe=61764A2F&_nc_sid=9fb510', 'username': 'jordanielrantornlips27'}, 'likes_count': 1}]",Neutral
76,1.7961954265377126e+16,2021-02-23 10:45:10,"Good day! I have sent you a message, kindly check. Thank you!","{'id': '46154108174', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/152798637_443400137080334_297550751430626524_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=F0Lf9zIo-ekAX_kKAnB&edm=AMrZAGUBAAAA&ccb=7-4&oh=a51db936d74d5fb6bf5a07429a5ed273&oe=617678F1&_nc_sid=9fb510', 'username': 'translatedbyafilipina'}",2,[],Positive
77,1.7867916077273326e+16,2021-02-08 3:13:47,U say chronic illness then can pay by medisave outpatient cost. How many chronic illness that person must have to use up 40-50k of medisave saving with U?? A big joke,"{'id': '7312253278', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/28763466_134403840725328_2536284909635371008_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=iTO3BpsEFIwAX-kdtkm&edm=AMrZAGUBAAAA&ccb=7-4&oh=7bf55632768d00df88da8cf9228fba16&oe=61766691&_nc_sid=9fb510', 'username': 'bellepoh2901'}",1,[],Neutral
78,1.7937438622459704e+16,2021-02-08 3:09:02,Hello!! U tell people a little bit of flu a little bit of cough & runny nose pls go & see doctor. Any how also cost $25. Why dnt U let us pay by medisave or shut up yr mouth,"{'id': '7312253278', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/28763466_134403840725328_2536284909635371008_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=iTO3BpsEFIwAX-kdtkm&edm=AMrZAGUBAAAA&ccb=7-4&oh=7bf55632768d00df88da8cf9228fba16&oe=61766691&_nc_sid=9fb510', 'username': 'bellepoh2901'}",0,[],Neutral
79,1.8127619131160212e+16,2021-01-28 2:25:41,Where is the vote consolidated from @moh singapore ? My doubts just getting stronger,"{'id': '27360734090', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/117872182_294579728502160_958561726324343964_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=HGHEiGqMu0EAX-p_a8Q&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=cc478598b345788fa463bcdcabfe6915&oe=61775018&_nc_sid=9fb510', 'username': 'glaringbliss'}",0,[],Neutral
80,1.786140244734376e+16,2021-01-16 15:50:33,is it true that doctors are allowed to deny medical treatment like hormone therapy if @moesingapore decides that a student doesn't deserve healthcare?,"{'id': '578908573', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/64275418_2214534072100725_6674005859426631680_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=n5sStO5KausAX_RBXy7&edm=AMrZAGUBAAAA&ccb=7-4&oh=c2079f51574efb92703d2a8688799d8c&oe=61774056&_nc_sid=9fb510', 'username': 'vveiling'}",0,[],Neutral
81,1.789984243970526e+16,2021-01-02 11:19:31,"Is it true? 

Anyone from NZ does not have to be quarantined, if they have negative Covid-19 test results??","{'id': '44833335602', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/161808024_928183914677272_7743089867703508299_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=4_VSAgHrrnsAX-Urwdp&edm=AMrZAGUBAAAA&ccb=7-4&oh=ef2f830b0bcf72902ee90bf2b78cce16&oe=6176E462&_nc_sid=9fb510', 'username': 'property_consultant_irinn_lee'}",0,[],Neutral
82,1.7862560912271844e+16,2020-12-27 1:40:32,do i have to use wifi/ data to check in,"{'id': '1928525379', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/46999271_126982324901027_1988145931890982912_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=X3RT-8zbSQwAX8Sfg4W&edm=AMrZAGUBAAAA&ccb=7-4&oh=993cbd9a0d80aefa39636101cf7eb0b0&oe=6176E2E4&_nc_sid=9fb510', 'username': 'itznat.yc'}",0,"[{'id': 17902485760665726, 'created_at': 1609666075, 'text': '@itznat.yc For the TraceTogether app on the phone, yes. Usually is data + bluetooth.', 'owner': {'id': '6292504743', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/150731681_1272292099831781_8655759050370173240_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=n-AP42geT80AX--ZRsX&edm=AMrZAGUBAAAA&ccb=7-4&oh=030aa6e292bf6815c7906628fea5f7ed&oe=6177321B&_nc_sid=9fb510', 'username': 'kylx.kai'}, 'likes_count': 0}]",Neutral
83,1.788155168293131e+16,2020-12-21 13:08:17,No,"{'id': '9972099415', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/92245980_251944805975332_285967091595476992_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=WGpJOay3gsUAX9xQC-6&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=ff2000849784c0518d92a81a4f8ae699&oe=61780124&_nc_sid=9fb510', 'username': 'euan_1iw0'}",0,[],Negative
84,1.7860264952325008e+16,2020-12-16 15:45:26,When will there be a replenishment for the token? Don't want to use the app.. it drains the phone battery fast,"{'id': '4140596282', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/186003397_3191359917766140_8970266124347759599_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=it5DE574iJgAX8dN9Ye&edm=AMrZAGUBAAAA&ccb=7-4&oh=cab68869398fd399731d15984321fcf9&oe=617664C7&_nc_sid=9fb510', 'username': 'sirnaazali'}",2,[],Negative
85,1.791383680651586e+16,2020-12-13 8:01:25,I don't want to use the trace token,"{'id': '7480221904', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/212024075_830708221208150_6950283988231149535_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=4eoXtRgv00QAX_Qzsuv&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=ab56d98a0f826da48b1335e6ed8e9c0f&oe=61766141&_nc_sid=9fb510', 'username': 'h.hannahxd'}",0,[],Negative
86,1.7890410686311756e+16,2021-06-19 15:22:44,"If you want happiness for an hour, take a nap. If you want happiness for a day, go fishing. If you want happiness for a year, inherit a fortune. If you want happiness for a lifetime, help someone else.","{'id': '6761898341', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/240926420_631880037781480_7298729823473964870_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=MVRLGm1YsEQAX9NlWwZ&edm=AMrZAGUBAAAA&ccb=7-4&oh=a033da43cebf7341ac689871458c2afb&oe=61766358&_nc_sid=9fb510', 'username': 'alexis_l_1'}",0,[],Neutral
87,1.7935934656514052e+16,2021-06-15 9:29:05,Hello @moh singapore - I have registered my interest for the COVID vaccine a couple of times but haven’t got an SMS to make the appointment,"{'id': '29082919', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/132477921_1097158234066299_8689936751700803248_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=obg0F4RbGFsAX-69hsd&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=0e9901be29048ac8eb578a1906b1f96b&oe=6177608D&_nc_sid=9fb510', 'username': 'asratahir'}",0,[],Neutral
88,1.7994628309348488e+16,2021-06-14 9:59:50,Hello @moh singapore - I have registered my interest for the vaccine a couple of times however I haven’t got the SMS notification yet,"{'id': '29082919', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/132477921_1097158234066299_8689936751700803248_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=obg0F4RbGFsAX-69hsd&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=0e9901be29048ac8eb578a1906b1f96b&oe=6177608D&_nc_sid=9fb510', 'username': 'asratahir'}",0,[],Neutral
89,1.79225533696389e+16,2021-06-10 8:15:37,Eh please fix ur customer support line! My phone number was registered wrongly by another lady and the vaccination link sent to me can’t be used due to this reason! Calling for few days without successfully get thru ur line! Its totally absurd for a public healthcare system.,"{'id': '336290052', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244456483_271871451468245_3464568698261314202_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=1n2JiBgwBFcAX9rxDyP&edm=AMrZAGUBAAAA&ccb=7-4&oh=4d30723c009d1da23c0f388ef0204fea&oe=6177F90E&_nc_sid=9fb510', 'username': 'heyjookee'}",0,[],Negative
90,1.784969689156096e+16,2021-04-21 13:12:10,"Hi there, I received an sms from MOH but providing details of another person. I have left a message on your FB messenger but there was no reply. Can someone contact me to clarify this or at least provide me an email via PM?","{'id': '269864481', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/11371228_1041114435913403_821224464_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=gOHdxxZqTwIAX8MavMo&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=2bd2021c33d72e2e4f79c8935d59b379&oe=6176E7CE&_nc_sid=9fb510', 'username': 'hedonistinstagram'}",0,[],Neutral
91,1.8173791741126264e+16,2021-06-23 12:43:47, Singapore  Singapore  syringe  syringe  syringe ,"{'id': '1586060609', 'is_verified': True, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/156473884_262312362072656_3124030180242953276_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=02clBvjVXVwAX-RU3U5&edm=AMrZAGUBAAAA&ccb=7-4&oh=dbebe9c3095d69376931e209b29147ca&oe=61772D23&_nc_sid=9fb510', 'username': 'zoetay10'}",1,[],Positive
92,1.7857794602570096e+16,2021-08-05 22:23:59, face with tears of joy ,"{'id': '3123118538', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/177249998_141095771357925_861765515646049936_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qNgOrZyiRFoAX90HJZW&edm=AMrZAGUBAAAA&ccb=7-4&oh=07ce028b42d1fd0b70c1d56fd0d0aaed&oe=61767948&_nc_sid=9fb510', 'username': 'lye.mary'}",0,[],Neutral
93,1.8178795459136256e+16,2021-06-26 22:00:52, face with tears of joy ,"{'id': '3123118538', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/177249998_141095771357925_861765515646049936_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qNgOrZyiRFoAX90HJZW&edm=AMrZAGUBAAAA&ccb=7-4&oh=07ce028b42d1fd0b70c1d56fd0d0aaed&oe=61767948&_nc_sid=9fb510', 'username': 'lye.mary'}",0,[],Neutral
94,1.7942278147510664e+16,2021-06-26 22:00:48, face with tears of joy ,"{'id': '3123118538', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/177249998_141095771357925_861765515646049936_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qNgOrZyiRFoAX90HJZW&edm=AMrZAGUBAAAA&ccb=7-4&oh=07ce028b42d1fd0b70c1d56fd0d0aaed&oe=61767948&_nc_sid=9fb510', 'username': 'lye.mary'}",0,[],Neutral
95,1.8004280158341592e+16,2021-07-30 10:23:03,Let me get vaccinated i beg u im a student pleading face ,"{'id': '632713825', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/173501019_217922233006591_4153809341650700629_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=pJsXJPT9WH4AX-UHjPB&edm=AMrZAGUBAAAA&ccb=7-4&oh=956598a68828b3edfea60a58db9dc439&oe=6176DEFD&_nc_sid=9fb510', 'username': '_wennys'}",0,[],Neutral
96,1.790223152606807e+16,2021-07-05 10:07:03, clapping hands  clapping hands  clapping hands  #SingaporeBestBuy,"{'id': '6920787826', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/155011680_825224398391599_6914934923310841956_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=MiXbsCeRMm8AX8sb5JR&edm=AMrZAGUBAAAA&ccb=7-4&oh=aaea0c55d2d49a71989cedd0995273b3&oe=61781D52&_nc_sid=9fb510', 'username': 'sg_deluxe_launches'}",0,[],Positive
97,1.7918036578718612e+16,2021-07-01 4:43:02,Those with vaccination or completely negative tests and no comorbidities shouldn’t be in a stupid 3 week quarantine. What’s the medical logic of this? Where did we come up with the random idea that virus takes 21 days?,"{'id': '4280799059', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/47693363_353815291839546_993809145431851008_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=s9xlyeq62tAAX9752Y1&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=10a761b407caaff6f20c30ba602b5ffa&oe=6177F5C8&_nc_sid=9fb510', 'username': 'asavagemusic'}",0,[],Neutral
98,1.823534175404561e+16,2021-07-01 1:54:22, victory hand  victory hand  victory hand ,"{'id': '2950622469', 'is_verified': False, 'profile_pic_url': 'https://instagram.fgau1-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fgau1-1.fna.fbcdn.net&_nc_ohc=VkyMCsRZjzMAX_C7Dc0&edm=AL4D0a4BAAAA&ccb=7-4&oh=03bfd87db82db25dd7ebfedf9c71a0eb&oe=6176BBCF&_nc_sid=712cc3&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'tzn.joyce'}",0,[],Positive
99,1.7964044464409328e+16,2021-07-01 0:50:59,Open the border without quarantine for vaccinated people ! I haven’t seen my parents in 2 years,"{'id': '46437863245', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/178158412_312647320495472_6751592153903248918_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Iv2GZ7aw9tcAX_sSyXk&edm=AMrZAGUBAAAA&ccb=7-4&oh=3eab923c26233c761e2f944fd51f8115&oe=61777A96&_nc_sid=9fb510', 'username': 'rafasinga'}",1,"[{'id': 17859494438574841, 'created_at': 1625103592, 'text': '@rafasinga yes same here 😢', 'owner': {'id': '5523272821', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/179779320_639863590220458_1695697303331920476_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=B-UsquI1ulIAX9WiVaf&edm=AMrZAGUBAAAA&ccb=7-4&oh=4a5fbe49e10bd77ada354685d0159649&oe=6177A512&_nc_sid=9fb510', 'username': 'prakashsinghgb'}, 'likes_count': 1}]",Neutral
100,1.7880291140396144e+16,2021-07-08 3:13:00,Can MOH please tell me how I get my son who is fully vaccinated in the United States registered on his the Trace Together App?,"{'id': '176821585', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/15535016_253159901771388_4677931168799129600_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=7nHFtmoASn4AX9FKIS1&edm=AMrZAGUBAAAA&ccb=7-4&oh=80cdbce62468bc361e436f5cdf486a1f&oe=6176A019&_nc_sid=9fb510', 'username': 'sandrabinny'}",0,[],Neutral
101,1.8000082648343264e+16,2021-07-04 11:53:23,Of course!,"{'id': '47786690197', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/184533135_295455168879880_7601927864283222622_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Z4YQjURxRMwAX9TSsu6&edm=AMrZAGUBAAAA&ccb=7-4&oh=32754500c1fe66f48e1912cc000b0b09&oe=6177865E&_nc_sid=9fb510', 'username': 'asiafirst_health'}",0,[],Positive
